회사명,종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
지에스더블유유동화제일차,ABCP,17,1.0,,본,,A1 (sf),2021.03.23,S,자산유동화증권
티벨리판교,ABSTB,9,400.0,,정기,A1 (sf),A1 (sf),2021.03.23,S,자산유동화증권
2019기보제이차유동화전문,ABS,1-2,425.7841,,정기,AAA (sf),AAA (sf),2021.03.22,S,자산유동화증권
2019기보제이차유동화전문,ABS,1-3,12.6218455,,정기,C (sf),C (sf),2021.03.22,S,자산유동화증권
뉴테란월문,ABSTB,9,35.0,,본,,A2- (sf),2021.03.22,S,자산유동화증권
베이스프로젝트제일차,ABSTB,8,30.0,,본,,A1 (sf),2021.03.22,S R,자산유동화증권
엔에이치효성도시개발제일차,ABSTB,9,1300.0,,본,,A1 (sf),2021.03.22,S R,자산유동화증권
올인제삼차,ABSTB,9,150.0,,본,,A2- (sf),2021.03.22,S R,자산유동화증권
장강제십일차,ABSTB,9,316.0,,수시,A3 (sf),A3 (sf),2021.03.22,S,자산유동화증권
칼제이십사차유동화전문,ABS,1-9,300.0,2022.12.23,정기,A- (sf),A- (sf),2021.03.22,S,자산유동화증권
티월드제육십이차유동화전문,ABS,1-9,100.0,2021.12.31,본,,AAA (sf),2021.03.22,S R,자산유동화증권
프로젝트효성시티제이차,ABCP,8,700.0,,본,,A1 (sf),2021.03.22,S,자산유동화증권
플랜업통영,ABCP,3,1400.0,,본,,A2+ (sf),2021.03.22,S,자산유동화증권
블루드림제이십일차,ABCP,18,300.0,,본,,A2+ (sf),2021.03.19,S,자산유동화증권
샤이닝스톤고덕,ABSTB,9,900.0,,정기,A1 (sf),A1 (sf),2021.03.19,S,자산유동화증권
신보2021제4차유동화전문,ABS,1-1,619.1922,2023.03.30,본,,AAA (sf),2021.03.19,S R,자산유동화증권
신보2021제4차유동화전문,ABS,1-2,19.82772,2023.06.30,본,,C (sf),2021.03.19,S R,자산유동화증권
에스브라이트제일차,ABSTB,9,1000.0,,본,,A1 (sf),2021.03.19,S R,자산유동화증권
에스에이치만촌제이차,ABCP,3-1,500.0,,본,,A2 (sf),2021.03.19,S,자산유동화증권
에스에이치만촌제일차,ABCP,7,540.0,,본,,A1 (sf),2021.03.19,S,자산유동화증권
에스엘티과천,ABCP,7,1500.0,,정기,,A1 (sf),2021.03.19,S,자산유동화증권
에스엘티과천,ABSTB,9,1500.0,,정기,A1 (sf),A1 (sf),2021.03.19,S,자산유동화증권
에스원마운트,ABSTB,9,200.0,,본,,A3+ (sf),2021.03.19,S R,자산유동화증권
와이케이이지제일차,ABSTB,9,51.0,,본,,A1 (sf),2021.03.19,S R,자산유동화증권
케이뉴스타트제12차,ABCP,1,2421.0,,본,,A1 (sf),2021.03.19,S,자산유동화증권
케이뉴스타트제12차,ABS,1(사모사채),3.71,2022.12.26,본,,AAA (sf),2021.03.19,S,자산유동화증권
케이마르스제십일차,ABCP,1,2425.0,,본,,A1 (sf),2021.03.19,S,자산유동화증권
