기업명,회차,종류,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,발행액(억원),요지,재무,보고서,Type
현대중공업(주),4-2,SB,정기,A,Stable,A,Stable,2021.06.22,2021.06.22,2400,,,,채권
휴켐스(주),2-2,SB,정기,A+,Stable,A+,Stable,2021.06.21,2021.06.22,500,,,,채권
(주)동원에프앤비,제11회,SB,정기,A+,Stable,A+,Stable,2021.06.18,2021.06.21,600,,,,채권
(주)에스앤아이코퍼레이션,3-2,SB,정기,AA-,Stable,AA-,Stable,2021.06.21,2021.06.21,1000,,,,채권
(주)에스앤아이코퍼레이션,4,SB,정기,A+,Stable,A+,Stable,2021.06.21,2021.06.21,1100,,,,채권
(주)오리온,104,SB,정기,AA,Stable,AA,Stable,2021.06.21,2021.06.21,700,,,,채권
(주)케이씨씨글라스,1-2((주)케이씨씨 연대보증),SB,정기,AA-,Stable,AA-,Stable,2021.06.21,2021.06.21,200,,,,채권
(주)티웨이홀딩스,24회,BW,정기,B-,Negative,B-,Negative,2021.06.18,2021.06.21,300,,,,채권
강원도개발공사,제167회,SB,본,,,AA+,Stable,2021.06.18,2021.06.21,,,,,채권
대신에프앤아이(주),30-2회,SB,정기,A,Negative,A,Stable,2021.06.21,2021.06.21,300,,,,채권
메리츠증권(주),제193회 외 주가연계파생결합사채(ELB),ELB,본,,,AA-,Stable,2021.06.21,2021.06.21,,,,,채권
메리츠증권(주),제238회 외 기타파생결합사채(DLB),DLB,본,,,AA-,Stable,2021.06.21,2021.06.21,,,,,채권
미래에셋캐피탈(주),49-1,SB,정기,AA-,Stable,AA-,Stable,2021.06.21,2021.06.21,300,,,,채권
미래에셋캐피탈(주),50-3,SB,본,,,AA-,Stable,2021.06.21,2021.06.21,200,,,,채권
에이치디씨(주),148-2,SB,본,,,A+,Stable,2021.06.21,2021.06.21,200,,,,채권
에이치디씨현대이피(주),1,SB,정기,A-,Stable,A-,Stable,2021.06.21,2021.06.21,400,,,,채권
하나캐피탈(주),331-3,SB,본,,,AA-,Stable,2021.06.21,2021.06.21,400,,,,채권
하남도시공사,보상(교산) 2021-03가,SB,정기,AA,Stable,AA,Stable,2021.06.21,2021.06.21,30,,,,채권
한국농어촌공사,22,SB,정기,AAA,Stable,AAA,Stable,2021.06.18,2021.06.21,1100,,,,채권
현대커머셜(주),411-1,SB,본,,,AA-,Stable,2021.06.21,2021.06.21,400,,,,채권
(주)서흥,24,SB,정기,A-,Stable,A-,Stable,2021.06.17,2021.06.18,500,,,,채권
(주)서흥,25,SB,본,,,A-,Stable,2021.06.17,2021.06.18,430,,,,채권
(주)티와이엠,68(신보PCBO),SB,정기,BB+,Negative,BB+,Stable,2021.06.18,2021.06.18,100,,,,채권
(주)포스코,310-3,SB,정기,AA+,Stable,AA+,Stable,2021.06.17,2021.06.18,2000,,,,채권
(주)휴비스,17,SB,정기,A-,Stable,A-,Stable,2021.06.17,2021.06.18,500,,,,채권
가온전선(주),56,SB,정기,A,Stable,A,Stable,2021.06.18,2021.06.18,300,,,,채권
농협금융지주(주),제3-2회 상각형 조건부자본증권(신종자본증권),HB,본,,,AA-,Stable,2021.06.17,2021.06.18,1130,,,,채권
에스케이루브리컨츠(주),10-3,SB,정기,AA,Stable,AA,Negative,2021.06.17,2021.06.18,700,,,,채권
에스케이매직(주),제 5회,SB,정기,A,Positive,A+,Stable,2021.06.17,2021.06.18,1500,,,,채권
에스케이실트론(주),제46-2회,SB,정기,A,Stable,A,Stable,2021.06.17,2021.06.18,280,,,,채권
에스케이씨(주),142-2,SB,정기,A+,Stable,A+,Stable,2021.06.17,2021.06.18,950,,,,채권
에스케이어드밴스드(주),2(SK가스㈜ 연대보증),SB,정기,AA-,Stable,AA-,Stable,2021.06.18,2021.06.18,1000,,,,채권
에스케이증권(주),제22회 후순위 무보증 사모사채,SB,정기,A-,Stable,A-,Stable,2021.06.17,2021.06.18,500,,,,채권
에쓰오일(주),57-3,SB,정기,AA,Stable,AA,Stable,2021.06.18,2021.06.18,400,,,,채권
엘지이노텍(주),43-3,SB,정기,AA-,Stable,AA-,Stable,2021.06.18,2021.06.18,700,,,,채권
유진기업(주),62,SB,수시,,,BBB,Stable,2021.06.18,2021.06.18,110,,,,채권
천경해운(주),7,SB,정기,BB,Negative,BB,Stable,2021.06.18,2021.06.18,100,,,,채권
(주)BNK투자증권,제1호 기타파생결합사채(DLB)(미발행),DLB,수시,A+,Stable,취소,,2021.06.17,2021.06.17,50,,,,채권
(주)BNK투자증권,제1호 주가연계파생결합사채(ELB) (미발행),ELB,수시,A+,Stable,취소,,2021.06.17,2021.06.17,50,,,,채권
(주)비보존헬스케어,제5회,BW,정기,B,Negative,B-,Stable,2021.06.16,2021.06.17,50,,,,채권
(주)시선인터내셔널,7,SB,정기,BB,Positive,BB,Stable,2021.06.16,2021.06.17,150,,,,채권
(주)씨씨에스충북방송,제 12회차 공모 분리형 신주인수권부사채,BW,정기,CCC,Negative,CCC,Stable,2021.06.16,2021.06.17,60,,,,채권
넷마블(주),1,SB,정기,AA-,Stable,AA-,Stable,2021.06.16,2021.06.17,1600,,,,채권
대우조선해양(주),6-1,SB,정기,CCC,Stable,CCC,Stable,2021.06.16,2021.06.17,4400,,,,채권
에스케이가스(주),38-3,SB,정기,AA-,Stable,AA-,Stable,2021.06.17,2021.06.17,1000,,,,채권
인천도시공사,201,SB,정기,AA+,Stable,AA+,Stable,2021.06.17,2021.06.17,800,,,,채권
인천도시공사,205,SB,본,,,AA+,Stable,2021.06.17,2021.06.17,2000,,,,채권
패션그룹형지(주),1,SB,정기,BB,Stable,BB,Negative,2021.06.16,2021.06.17,150,,,,채권
한세실업(주),1,SB,정기,BBB,Stable,BBB,Stable,2021.06.16,2021.06.17,300,,,,채권
현대제철(주),132-3,SB,정기,AA,Stable,AA,Stable,2021.06.17,2021.06.17,1400,,,,채권
(주)세아창원특수강,36,SB,정기,A+,Stable,A+,Stable,2021.06.15,2021.06.16,900,,,,채권
(주)에스알,1-2,SB,정기,AA+,Stable,AA+,Stable,2021.06.16,2021.06.16,1000,,,,채권
(주)엘지에너지솔루션,1((주)LG화학 연대보증),SB,정기,AA+,Stable,AA+,Stable,2021.06.15,2021.06.16,2000,,,,채권
(주)티씨씨스틸,36,SB,정기,BB+,Stable,BB+,Stable,2021.06.15,2021.06.16,190,,,,채권
(주)풀무원,68,HB,정기,BBB+,Stable,BBB+,Stable,2021.06.15,2021.06.16,500,,,,채권
(주)한솔케미칼,41,SB,정기,A,Positive,A+,Stable,2021.06.16,2021.06.16,700,,,,채권
기아(주),283-3,SB,정기,AA,Stable,AA,Stable,2021.06.15,2021.06.16,700,,,,채권
깨끗한나라(주),제109회,SB,정기,BBB,Stable,BBB,Stable,2021.06.15,2021.06.16,500,,,,채권
넥스틸(주),5,SB,정기,BB,Negative,BB,Stable,2021.06.15,2021.06.16,130,,,,채권
디엘(주),263-2(연대보증부),SB,정기,AA-,Stable,AA-,Stable,2021.06.16,2021.06.16,1500,,,,채권
디엘에너지(주),제6회,SB,정기,A-,Positive,A-,Positive,2021.06.16,2021.06.16,1000,,,,채권
디엘에너지(주),제7-2회,SB,본,,,A-,Positive,2021.06.16,2021.06.16,850,,,,채권
디엘케미칼(주),263-1(연대보증부),SB,정기,AA-,Stable,AA-,Stable,2021.06.16,2021.06.16,1500,,,,채권
포천파워(주),1-6,SB,정기,A,Stable,A,Stable,2021.06.16,2021.06.16,400,,,,채권
풀무원식품(주),68,SB,정기,A-,Stable,A-,Stable,2021.06.15,2021.06.16,600,,,,채권
하이트진로(주),128-2,SB,정기,A,Stable,A,Positive,2021.06.15,2021.06.16,480,,,,채권
하이트진로홀딩스(주),170,SB,정기,A-,Stable,A-,Positive,2021.06.15,2021.06.16,950,,,,채권
한국콜마(주),3,SB,정기,A-,Stable,A-,Stable,2021.06.15,2021.06.16,1000,,,,채권
국가철도공단,360,SB,본,,,AAA,Stable,2021.06.14,2021.06.15,2000,,,,채권
농업협동조합중앙회,농금채(중앙회)2021-3이3Y-A,SB,정기,AAA,Stable,AAA,Stable,2021.06.15,2021.06.15,2000,,,,채권
농업협동조합중앙회,농금채(중앙회)2021-6이5Y-A,SB,본,,,AAA,Stable,2021.06.15,2021.06.15,1500,,,,채권
대전도시공사,제2020-42회 특수채,SB,정기,AA+,Stable,AA+,Stable,2021.06.15,2021.06.15,500,,,,채권
롯데하이마트(주),제7회,SB,정기,AA-,Stable,AA-,Stable,2021.06.15,2021.06.15,2000,,,,채권
수산업협동조합중앙회,수산금융채권(경제) 제 47회 외,SB,본,,,AAA,Stable,2021.06.15,2021.06.15,0,,,,채권
수산업협동조합중앙회,수산금융채권(경제)45-01이표36-22호,SB,정기,AAA,Stable,AAA,Stable,2021.06.15,2021.06.15,500,,,,채권
수산업협동조합중앙회,수산금융채권(공제)05-08이표120-23(후),SB,정기,AA+,Stable,AA+,Stable,2021.06.15,2021.06.15,500,,,,채권
에스케이텔레콤(주),80-4,SB,정기,AAA,Stable,AAA,Stable,2021.06.15,2021.06.15,1000,,,,채권
전남개발공사,20-2,SB,정기,AA+,Stable,AA+,Stable,2021.06.15,2021.06.15,51.6,,,,채권
한국투자캐피탈(주),제 65회 외,SB,본,,,A,Stable,2021.06.15,2021.06.15,,,,,채권
한국투자캐피탈(주),제66회 외(한국투자금융지주(주) 권면보증),SB,본,,,AA-,Stable,2021.06.15,2021.06.15,,,,,채권
현대자동차(주),318-3,SB,정기,AA+,Stable,AA+,Stable,2021.06.15,2021.06.15,700,,,,채권
(주)아이비케이캐피탈,238-2,SB,본,,,AA-,Stable,2021.06.14,2021.06.14,300,,,,채권
(주)코오롱,237,SB,본,,,BBB+,Stable,2021.06.11,2021.06.14,200,,,,채권
경남개발공사,제13회,SB,정기,AA+,Stable,AA+,Stable,2021.06.14,2021.06.14,500,,,,채권
국제종합기계(주),44,SB,정기,BB,Negative,BB,Stable,2021.06.11,2021.06.14,100,,,,채권
동양생명보험(주),제2회 무보증 후순위사채,SB,정기,AA,Negative,AA,Negative,2021.06.11,2021.06.14,2000,,,,채권
삼척블루파워(주),제4회,SB,정기,AA-,Stable,AA-,Negative,2021.06.14,2021.06.14,1000,,,,채권
삼척블루파워(주),제5회,SB,본,,,AA-,Negative,2021.06.14,2021.06.14,1000,,,,채권
우리금융캐피탈(주),421-3,SB,본,,,AA-,Stable,2021.06.14,2021.06.14,400,,,,채권
일신건영(주),제16회차,SB,정기,BB+,Stable,BB+,Stable,2021.06.14,2021.06.14,150,,,,채권
한국산업단지공단,제12회,SB,정기,AAA,Stable,AAA,Stable,2021.06.14,2021.06.14,1000,,,,채권
한국투자금융지주(주),제30-2회 무보증 사채,SB,정기,AA-,Stable,AA-,Stable,2021.06.11,2021.06.14,900,,,,채권
현대로템(주),38-2,SB,본,,,BBB+,Positive,2021.06.14,2021.06.14,230,,,,채권
(주)씨제이이엔엠,21-2,SB,본,,,AA-,Stable,2021.06.10,2021.06.11,1000,,,,채권
(주)씨제이이엔엠,제20-2회,SB,정기,AA-,Stable,AA-,Stable,2021.06.10,2021.06.11,500,,,,채권
(주)엘지유플러스,107-2,SB,정기,AA,Stable,AA,Stable,2021.06.10,2021.06.11,1000,,,,채권
(주)종근당홀딩스,1회차,SB,본,,,A+,Stable,2021.06.11,2021.06.11,500,,,,채권
(주)케이티스카이라이프,18-2,SB,본,,,AA-,Stable,2021.06.10,2021.06.11,500,,,,채권
금호석유화학(주),154-2,SB,정기,A,Positive,A+,Stable,2021.06.10,2021.06.11,500,,,,채권
삼성에스디아이(주),65-2,SB,정기,AA,Stable,AA,Stable,2021.06.10,2021.06.11,2200,,,,채권
코리아에프티(주),3,SB,정기,BB,Stable,BB,Stable,2021.06.10,2021.06.11,100,,,,채권
한국수자원공사,265,SB,본,,,AAA,Stable,2021.06.11,2021.06.11,2000,,,,채권
한국캐피탈(주),458-2,SB,본,,,A,Stable,2021.06.11,2021.06.11,300,,,,채권
한일시멘트(주),3,SB,정기,A+,Stable,A+,Stable,2021.06.10,2021.06.11,600,,,,채권
한일홀딩스(주),68,SB,정기,A+,Stable,A+,Stable,2021.06.10,2021.06.11,1500,,,,채권
(주)DGB캐피탈,61-3,SB,정기,A+,Stable,A+,Stable,2021.06.09,2021.06.10,500,,,,채권
(주)DGB캐피탈,72-3,SB,본,,,A+,Stable,2021.06.09,2021.06.10,200,,,,채권
(주)DGB캐피탈,제63-2회((주)DGB금융지주 권면보증),SB,정기,AAA,Stable,AAA,Stable,2021.06.09,2021.06.10,500,,,,채권
(주)디비메탈,11,SB,정기,CCC,Stable,CCC,Stable,2021.06.10,2021.06.10,300,,,,채권
(주)삼천리,21-2,SB,정기,AA+,Stable,AA+,Stable,2021.06.09,2021.06.10,600,,,,채권
(주)에스파워,제1-4회 (삼천리 권면보증),SB,정기,AA+,Stable,AA+,Stable,2021.06.09,2021.06.10,1300,,,,채권
(주)엘에스네트웍스,66,SB,정기,BBB+,Negative,BBB+,Negative,2021.06.09,2021.06.10,300,,,,채권
대신증권(주),20-1회 후순위사채,SB,정기,A+,Stable,A+,Stable,2021.06.09,2021.06.10,1150,,,,채권
대신증권(주),제20-2회 선순위 무보증사채,SB,정기,AA-,Stable,AA-,Stable,2021.06.09,2021.06.10,1000,,,,채권
대신증권(주),제563회 주가연계파생결합사채,ELB,정기,AA-,Stable,AA-,Stable,2021.06.09,2021.06.10,454.4079,,,,채권
대신증권(주),제567회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2021.06.09,2021.06.10,30,,,,채권
에스케이브로드밴드(주),50,SB,정기,AA,Stable,AA,Stable,2021.06.10,2021.06.10,1600,,,,채권
여수광양항만공사,2020-01,SB,정기,AAA,Stable,AAA,Stable,2021.06.09,2021.06.10,600,,,,채권
유니슨(주),13,BW,정기,BB-,Negative,BB-,Negative,2021.06.09,2021.06.10,250,,,,채권
한국전력공사,제1040회,SB,본,,,AAA,Stable,2021.06.10,2021.06.10,1100,,,,채권
한국전력공사,제986회,SB,정기,AAA,Stable,AAA,Stable,2021.06.10,2021.06.10,2000,,,,채권
(주)애큐온캐피탈,154-2,SB,정기,A,Stable,A,Stable,2021.06.09,2021.06.09,700,,,,채권
(주)애큐온캐피탈,157-2,SB,본,,,A,Stable,2021.06.09,2021.06.09,100,,,,채권
신영증권(주),제201회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2021.06.09,2021.06.09,6.93,,,,채권
신영증권(주),제99회 기타파생결합사채,DLB,본,,,AA-,Stable,2021.06.09,2021.06.09,.01,,,,채권
에이치디씨(주),148-1,SB,본,,,A+,Stable,2021.06.08,2021.06.09,700,,,,채권
키움캐피탈(주),제90-2회,SB,본,,,BBB+,Positive,2021.06.09,2021.06.09,95,,,,채권
한국수출입은행,한국수출입금융 조건부자본증권(상)(후) 1611바-이표-10,SB,정기,AA+,Stable,AA+,Stable,2021.06.08,2021.06.09,5000,,,,채권
한국수출입은행,한국수출입금융(변) 2106가-이표-1,SB,정기,AAA,Stable,AAA,Stable,2021.06.08,2021.06.09,2800,,,,채권
한국수출입은행,한국수출입금융2107나-할인-1,SB,본,,,AAA,Stable,2021.06.08,2021.06.09,3100,,,,채권
한국자산관리공사,제48회,SB,정기,AAA,Stable,AAA,Stable,2021.06.08,2021.06.09,3000,,,,채권
한국자산관리공사,제49회,SB,본,,,AAA,Stable,2021.06.08,2021.06.09,2000,,,,채권
현대일렉트릭앤에너지시스템(주),4-1,SB,정기,A-,Negative,A-,Stable,2021.06.08,2021.06.09,300,,,,채권
(주)농협네트웍스,2,SB,정기,A,Stable,A,Stable,2021.06.08,2021.06.08,.5,,,,채권
(주)선진,제1-2회,SB,정기,BBB+,Stable,BBB+,Stable,2021.06.07,2021.06.08,400,,,,채권
(주)하나금융지주,제52-3회,SB,본,,,AAA,Stable,2021.06.08,2021.06.08,300,,,,채권
(주)한라,129,SB,본,,,BBB+,Stable,2021.06.08,2021.06.08,600,,,,채권
대성에너지(주),6회,SB,정기,A+,Stable,A+,Stable,2021.06.08,2021.06.08,600,,,,채권
대성홀딩스(주),13회,SB,정기,A+,Stable,A+,Stable,2021.06.08,2021.06.08,500,,,,채권
메리츠증권(주),제2106-1회,SB,본,,,AA-,Stable,2021.06.08,2021.06.08,2000,,,,채권
삼강엠앤티(주),제 6회 선순위 무보증사채,SB,정기,BB-,Stable,BB-,Positive,2021.06.07,2021.06.08,50,,,,채권
엔에이치투자증권(주),제1477회 기타파생결합사채,DLB,정기,AA+,Stable,AA+,Stable,2021.06.07,2021.06.08,500,,,,채권
엔에이치투자증권(주),제1478회 외 기타파생결합사채(DLB),DLB,본,,,AA+,Stable,2021.06.07,2021.06.08,,,,,채권
엔에이치투자증권(주),제2074회 주가연계파생결합사채,ELB,정기,AA+,Stable,AA+,Stable,2021.06.07,2021.06.08,106.2186,,,,채권
엔에이치투자증권(주),제2097회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2021.06.07,2021.06.08,25.2985,,,,채권
엔에이치투자증권(주),제64-3회 무보증사채,SB,정기,AA+,Stable,AA+,Stable,2021.06.07,2021.06.08,500,,,,채권
한국동서발전(주),제38-3회,SB,본,,,AAA,Stable,2021.06.08,2021.06.08,300,,,,채권
한국서부발전(주),제47-3회,SB,정기,AAA,Stable,AAA,Stable,2021.06.08,2021.06.08,800,,,,채권
(주)동인기연,8,SB,정기,BB,Stable,BB,Stable,2021.06.04,2021.06.07,100,,,,채권
(주)화신,20,SB,정기,BBB,Negative,BBB,Negative,2021.06.07,2021.06.07,200,,,,채권
롯데카드(주),440-4,SB,본,,,AA-,Stable,2021.06.07,2021.06.07,200,,,,채권
비엔케이캐피탈(주),253-6,SB,본,,,AA-,Stable,2021.06.07,2021.06.07,200,,,,채권
사조산업(주),54,SB,본,,,A-,Stable,2021.06.04,2021.06.07,200,,,,채권
사조산업(주),제53회,SB,정기,A-,Stable,A-,Stable,2021.06.04,2021.06.07,200,,,,채권
엠캐피탈(주),282-2,SB,본,,,A-,Stable,2021.06.07,2021.06.07,100,,,,채권
한국전력기술(주),4,SB,정기,AA,Stable,AA,Stable,2021.06.07,2021.06.07,.1,,,,채권
(주)국민은행,국민은행조건부(상)4106이(03)10후17(지),SB,본,,,AA,Stable,2021.06.04,2021.06.04,3300,,,,채권
(주)엔씨소프트,3-3,SB,본,,,AA,Stable,2021.06.03,2021.06.04,400,,,,채권
(주)흥아포밍,2,SB,정기,BB-,Negative,B+,Negative,2021.06.04,2021.06.04,25,,,,채권
서울주택도시공사,167,SB,본,,,AAA,Stable,2021.06.04,2021.06.04,700,,,,채권
서울주택도시공사,제164회,SB,정기,AAA,Stable,AAA,Stable,2021.06.04,2021.06.04,1700,,,,채권
코리안리재보험(주),제 2회 채권형 신종자본증권,HB,정기,AA,Stable,AA,Stable,2021.06.04,2021.06.04,2300,,,,채권
한국주택금융공사,제54회,SB,정기,AAA,Stable,AAA,Stable,2021.06.04,2021.06.04,1800,,,,채권
한화솔루션(주),275-2,SB,본,,,AA-,Stable,2021.06.03,2021.06.04,300,,,,채권
(주)삼양패키징,1,SB,정기,A-,Stable,A-,Positive,2021.06.02,2021.06.03,500,,,,채권
서울주택도시공사,167 (미발행),SB,수시,AAA,Stable,취소,,2021.06.03,2021.06.03,0,,,,채권
신한캐피탈(주),442-4,SB,본,,,AA-,Stable,2021.06.03,2021.06.03,200,,,,채권
에스케이어드밴스드(주),3,SB,정기,A,Stable,A,Stable,2021.06.02,2021.06.03,1500,,,,채권
KB캐피탈(주),475-5,SB,본,,,AA-,Stable,2021.06.01,2021.06.02,200,,,,채권
산은캐피탈(주),669-2,SB,본,,,AA-,Stable,2021.06.01,2021.06.01,300,,,,채권
에스와이(주),8,BW,정기,BB,Negative,BB,Negative,2021.05.31,2021.06.01,250,,,,채권
한국남부발전(주),제60회,SB,본,,,AAA,Stable,2021.06.01,2021.06.01,300,,,,채권
(주)BNK투자증권,제1호 기타파생결합사채(DLB)(미발행),DLB,본,,,A+,Stable,2021.05.28,2021.05.31,50,,,,채권
(주)BNK투자증권,제1호 주가연계파생결합사채(ELB) (미발행),ELB,본,,,A+,Stable,2021.05.28,2021.05.31,50,,,,채권
(주)경남은행,경남은행 2021-06 외 선순위 무보증사채,SB,본,,,AA+,Stable,2021.05.28,2021.05.31,,,,,채권
(주)광주은행,광주은행2021-06이(변)1갑-08,SB,본,,,AA+,Stable,2021.05.31,2021.05.31,1000,,,,채권
(주)국민은행,국민은행4106이(01)1변-10,SB,본,,,AAA,Stable,2021.05.31,2021.05.31,3500,,,,채권
(주)대구은행,대구은행42-06이(변)12A-21,SB,본,,,AAA,Stable,2021.05.28,2021.05.31,1500,,,,채권
(주)부산은행,부산은행2021-06이(변)1A-08,SB,본,,,AAA,Stable,2021.05.28,2021.05.31,2000,,,,채권
(주)신한은행,신한은행25-06-이-1-C(변동),SB,본,,,AAA,Stable,2021.05.31,2021.05.31,1700,,,,채권
(주)알루코,52,SB,정기,BB+,Stable,BB+,Stable,2021.05.28,2021.05.31,150,,,,채권
(주)우리은행,우리은행25-06-이(변)01-갑-02,SB,본,,,AAA,Stable,2021.05.31,2021.05.31,5000,,,,채권
(주)우리카드,200,SB,본,,,AA,Stable,2021.05.31,2021.05.31,200,,,,채권
(주)전북은행,전북은행25-6이1갑-22(변)(지),SB,본,,,AA+,Stable,2021.05.31,2021.05.31,800,,,,채권
(주)케이비국민카드,330-2,SB,본,,,AA+,Stable,2021.05.31,2021.05.31,200,,,,채권
(주)케이피엠테크,5,BW,정기,B-,Negative,B-,Negative,2021.05.31,2021.05.31,300,,,,채권
(주)하나은행,하나은행 44-06이(후)10갑-14(지),SB,본,,,AA,Stable,2021.05.28,2021.05.31,4350,,,,채권
(주)하나은행,하나은행44-06이2갑-30,SB,본,,,AAA,Stable,2021.05.28,2021.05.31,1800,,,,채권
(주)한국스탠다드차타드은행,스탠다드차타드은행21-06이01-28,SB,본,,,AAA,Stable,2021.05.28,2021.05.31,1400,,,,채권
(주)한국씨티은행,25-06외 선순위 무보증사채,SB,본,,,AAA,Stable,2021.05.28,2021.05.31,,,,,채권
두산퓨얼셀(주),제1회((주)두산 연대보증),SB,정기,BBB,Stable,BBB,Stable,2021.05.31,2021.05.31,990,,,,채권
보령엘엔지터미널(주),2-2,SB,정기,AA,Stable,AA,Stable,2021.05.28,2021.05.31,600,,,,채권
보령엘엔지터미널(주),제3회,SB,본,,,AA,Stable,2021.05.28,2021.05.31,900,,,,채권
부산항만공사,32,SB,정기,AAA,Stable,AAA,Stable,2021.05.31,2021.05.31,1000,,,,채권
삼성카드(주),2519,SB,본,,,AA+,Stable,2021.05.31,2021.05.31,600,,,,채권
신한카드(주),2112-2,SB,본,,,AA+,Stable,2021.05.31,2021.05.31,900,,,,채권
에스케이인천석유화학(주),20-2,SB,정기,A+,Stable,A+,Stable,2021.05.31,2021.05.31,100,,,,채권
에스케이인천석유화학(주),21-1,SB,본,,,A+,Stable,2021.05.31,2021.05.31,900,,,,채권
엔에이치농협캐피탈(주),165-3,SB,본,,,AA-,Stable,2021.05.31,2021.05.31,300,,,,채권
오일허브코리아여수(주),6-2,SB,정기,A+,Stable,A+,Stable,2021.05.31,2021.05.31,800,,,,채권
인천항만공사,제16회,SB,정기,AAA,Stable,AAA,Stable,2021.05.31,2021.05.31,1100,,,,채권
하나카드(주),199-2,SB,본,,,AA,Stable,2021.05.31,2021.05.31,600,,,,채권
